codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza_mm,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo
143202,1,143201.tif,,Modello,TM2K KIT MINI 30/17,,Kit automazione tapparelle 30Nm 17rpm,230V~ 50Hz,,,250 W,30 Nm,,,,,,17 giri/min,,,,,,,,,,,,,IP 44,,20%,,45 mm (diametro) x 546 mm (L),,,240 s,,,,,,,,,,,,,,,,,,,,,,
143203,1,143201.tif,,Modello,TM2K KIT MINI 50/12,,Kit automazione tapparelle 50Nm 12rpm,230V~ 50Hz,,,275 W,50 Nm,,,,,,12 giri/min,,,,,,,,,,,,,IP 44,,20%,,45 mm (diametro) x 546 mm (L),,,240 s,,,,,,,,,,,,,,,,,,,,,,
144145,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145405,1,145405.tif,2,Accessori,TM2 X TW-1,,Trasmittente murale 433 MHz - 1 canale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145412,1,145412.jpg,2,Accessori,TM2 X T-6,,Radio timer 6 canali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145421,1,145421.tif,2,Accessori,TM2 POP 1,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145422,1,145422.tif,2,Accessori,TM2 POP 1S,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145423,1,145423.tif,2,Accessori,TM2 POP 7,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145424,1,145424.tif,2,Accessori,TM2 POP 7S,,Radiocomando 433MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145504,1,145504.tif,2,Accessori,TM2 X R,,Ricevente esterna Compact per tapparelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Per il comando radio dei motori tramite ricevente esterna, aggiungere sempre una trasmittente nexTMODE 433 MHz",,,,,,,,
145505,1,145505.tif,2,Accessori,TM2 X,,Ricevente esterna Mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Per il comando radio dei motori tramite ricevente esterna, aggiungere sempre una trasmittente nexTMODE 433 MHz",,,,,,,,
145630,1,145630.tif,2,Accessori,KIT PERSONALIZZAZIONE LINEA POP,,Kit personalizzazione per radiocomandi linea POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154155,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164165,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202073,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E844 3PH (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La scheda elettronica E844 3PH è compatibile con i contenitori mod. E-L-LM e può essere remotizzata all'occorrenza,,,,,,,,
202269,,,1,Apparecchiature Elettroniche,,,Cremagliera zincata 30x12 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022715,,2022715.tif,1,Apparecchiature Elettroniche,,620 Standard;620 Rapida,Scheda elettronica 624BLD (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202275,,,,accessorio,,,XIR Interfaccia radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022805,,,1,Apparecchiature Elettroniche,,,Scheda elettronica 540BPR (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022855,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E550 (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024015,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E600 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024025,,,1,Apparecchiature Elettroniche,,,Scheda elettronica E1000 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390035,1,390035.tif,9,accessorio,,,Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390080,,390080.tif,9,accessorio,,B680H,Kit collegamento XBAT (da abbinare a 390923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390081,,390081.tif,9,accessorio,,615BPR,Kit collegamento luci asta 615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390091,1,390091.tif,9,accessorio,,,Arresti meccanici integrati S2500I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390113,,390106_390113.tif,,Modello,SAFE&GREEN Retrofit kit E145S,,SAFE&GREEN Retrofit kit E145S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390120,,,9,accessorio,,,"Binario unico a cinghia 2400 mm (dim. max porta 3,00 x 2,15 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390126,,,9,accessorio,,,"Binario unico a cinghia 3000 mm (dim. max porta 3,00 x 2,60 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390130,1,390130.png,9,accessorio,,,Kit basso consumo XLC (Compatibile con E034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390132,,,9,accessorio,,,"Binario unico a cinghia 3600 mm (dim. max porta 3,00 x 3,20 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390139,,,9,accessorio,,,"Binario unico a cinghia 4200 mm (dim. max porta 3,00 x 3,80 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390178,,,9,accessorio,,,Kit n°4 viti di fissaggio ad avvitare (conf. da 4 kit) da abbinare a 1 m di 490333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390184,,390184_light_connection_kit.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida,Kit installazione luci asta rettangolare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390211,,,,accessorio,,,Aletta parasole/Supporto trasparente da parete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390226,,,9,accessorio,,,"Binario due pezzi a cinghia 3000 mm (dim. max porta 3,00 x 2,60 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390232,,,9,accessorio,,,"Binario due pezzi a cinghia 3600 mm (dim. max porta 3,00 x 3,20 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390239,,,9,accessorio,,,"Binario due pezzi a cinghia 4200 mm (dim. max porta 3,00 x 3,80 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390267,,,,accessorio,,,Braccio dritto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390432,,,9,accessorio,,,Confezioni con due bracci telescopici dritti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390433,,,9,accessorio,,,Confezioni con due bracci telescopici curvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390434,,,9,accessorio,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 attuatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390435,,,9,accessorio,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 2 attuatori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390474,,,9,accessorio,,,Kit installazione finecorsa apertura e chiusura (da abbinare alla scheda elettronica E045S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390488,,,9,accessorio,,,Cavo e guaina per sblocco esterno (applicazione alla maniglia esistente),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390548,,,9,accessorio,,,Adattatore GDA 2400 per porte basculanti a contrappesi di altezza max 2400 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390563,,,9,accessorio,,,Confezioni con due bracci telescopici dritti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390564,,,9,accessorio,,,Confezioni con due bracci telescopici curvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390592,,,9,Accessori,,,"Coppia tubi di trasmissione, supporti, installaz. con 2 operatori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390594,,,9,accessorio,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 2 operatori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390607,,,9,Accessori,,,Kit per sblocco esterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390612,1,,9,accessorio,,,Kit apertura a 140°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390682,1,390682.tif,9,accessorio,,,Kit Finecorsa singolo (apertura o chiusura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390719,,,9,Accessori,,,Prolunga sblocco rapido per installazioni fino a 8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390720,,,9,Accessori,,,Prolunga verricello a catena per installazioni fino ad 8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390721,,,9,Accessori,,,Piastra di fissaggio per regolazione tridimensionale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390744,,,9,Accessori,,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390745,,,9,Accessori,,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390765,,,9,accessorio,,,Supporto centrale binario (fornito di serie con binari in due pezzi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390768,,,9,accessorio,,,Braccio ricurvo per porte sezionali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390828,,390828.tif,9,accessorio,,620 Standard;620 Rapida;B680H,Sensore sfondamento per aste tonde pivottanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390923,1,390923.tif,9,accessorio,,,Kit batteria d'emergenza XBAT 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non è compatibile con la scheda E124S.,,,,,,,,
390926,1,390926.tif,9,accessorio,,,Kit supporto batteria d'emergenza (specifico per E124S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le 2 batterie Pb standard non sono fornite da FAAC e devono avere tensione/corrente 12V/4Ah. Dimensioni: 90X70X108 mm,,,,,,,,
390972,1,390972.tif,9,accessorio,,,Kit giunto scanalato per attuatori CBAC o SBW (da abbinare al codice 390035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390992,,390992.tif,9,accessorio,,B614;620 Standard;620 Rapida;B680H,Kit collegamento luci asta tonda S/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390993,,390993.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,Cordone luminoso confez. da 12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391450,,,,accessorio,,,Kit Elettrofreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391452,,,,accessorio,,,Riduzione palo 60 > 48/42 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391453,,,,accessorio,,,Adattatore molle 200>220mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391454,,,,accessorio,,,Paracadute per corona 200-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391455,,,,accessorio,,,Paracadute per corona 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391456,1,391456.tif,9,accessorio,XK30,,XK30 selettore a chiave con leva di sblocco,,,,,,,,,,,,,,,,,,,,,,,,IP30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401012,,,,accessorio,,,T20 E (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401013,,,,accessorio,,,T21 E (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401014,,,,accessorio,,,T20 I (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401015,,,,accessorio,,,T21 I (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401016,,,,accessorio,,,T21 EF (**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401017,,,,accessorio,,,T21 IF (**),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401026,,,,accessorio,,,BLOCKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401044,,,,accessorio,,,XK10 INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401045,,,,accessorio,,,XK11 INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401046,,,,accessorio,,,XK10 B INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401047,,,,accessorio,,,XK11 B INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401048,,,,accessorio,,,confez. da 30 pz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401051,,401051.tif,9,accessorio,,620 Standard;620 Rapida;B680H,Gruppo antipanico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401057,1,401057.tif,9,accessorio,,,Dispositivo sblocco esterno con cavo e guaina (Lunghezza 5 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401064,,,,accessorio,,,Adattatore tubo esterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401065,,,,accessorio,,,Adattatore per colonnetta o incasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401066,,401066.tif,9,accessorio,,615BPR;620 Standard;620 Rapida,Valvola antivandalismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401069,,401069.tif,9,accessorio,,B680H,Valvola antivandalismo salvaguarda il sistema idraulico in caso di forzature sull'asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401070,,,,accessorio,,,Colonnetta bassa H500 (quantità multipla vendibile 2pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401075,,,,accessorio,,,quantità multipla vendibile 2pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401080,,,,accessorio,,,quantità multipla vendibile 2 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401302,,401302.tif,9,accessorio,XK10,,Pulsante a chiave e di comando XK10,,,,,,,,,,,,,,,,,,,,,,-20 °C +55 °C,,IP54,,,,72 x 35 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,
401303,,,,,XK11,,,,,,,,,,,,,,,,,,,,,,,,-20 °C +55 °C,,IP54,,,,72 x 35 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,
401304,,401304.tif,9,accessorio,XK10 B,,Pulsante a chiave e di comando XK10 B,,,,,,,,,,,,,,,,,,,,,,-20 °C +55 °C,,IP54,,,,72 x 35 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,
401305,,,,,XK11 B,,,,,,,,,,,,,,,,,,,,,,,,-20 °C +55 °C,,IP54,,,,72 x 35 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,
401306,,,,accessorio,,,confez. da 30 pz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402500,,,9,Accessori,,,Pulsantiera XB300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402501,,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 578D (scheda 578D, contenitore, sezionatore, pulsantiera comando e chiave attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402502,,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 540BPR 3PH comprende scheda 540BPR, contenitore, sezionatore, teleruttori, pulsantiera di comando e chiave di attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402504,,,1,Apparecchiature Elettroniche,,,"Unità elettronica EB 578D 3PH (scheda 578D, contenitore, sezionatore, teleruttori, pulsantiera di comando e chiave attivazione)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404035,1,404035.tif,9,accessorio,Gruppo encoder per 770N,,Gruppo encoder per 770N (confezione singola - 2 confezioni per 2 ante),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404037,,,,accessorio,,,XKP W 433 INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404038,,,,accessorio,,,XKP W 868 INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404039,,,,,XKP B INOX,,,Bus 2easy. a 2 fili non polarizzati 24 V,,,,,,,,,,,,,,,,,,,,,-20 °C +55 °C,,IP54,,,,72 x 21 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,
404040,1,404040.tif,9,accessorio,SAFEcoder,,SAFEcoder encoder assoluto magnetico BUS (Brevetto FAAC) (confezione singola - 2 confezioni per 2 ante),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404041,1,404041.tif,9,accessorio,SAFEcoder 412,,SAFEcoder per attuatore 412 (Brevetto FAAC) (confezione singola - 2 confezioni per 2 ante),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410029,,410029.tif,9,accessorio,XLED,,Lampeggiatore XLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410032,,410031.tif,9,accessorio,,B614,Lampeggiante semaforico integrato B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410033,,410022.tif,9,accessorio,,B680H,Lampeggiante semaforico integrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412003,,,,accessorio,,,na per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412006,,,,accessorio,,,na per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416016,,416016.tif,9,accessorio,,B680H,Cofano Rosso RAL 3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416017,,416017.jpg,9,accessorio,,B680H,Cofano Blu RAL 5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416018,,416018.jpg,9,accessorio,,B680H,Cofano Bianco RAL 9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416019,,416019.jpg,9,accessorio,,B680H,Cofano Grigio RAL 9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416020,,416020.jpg,9,accessorio,,B680H,Cofano acciaio INOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416250,1,416250.jpg,9,accessorio,Cover S2500I RAL 7021,,XK30 Selettore a chiave con sblocco a leva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416251,1,416251.tif,9,accessorio,Cover S2500I RAL Neutro,,Cover S2500I RAL Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424001,,,,accessorio,,,Kit per sblocco esterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424002,,,9,accessorio,,,Kit serratura di sblocco personalizzata (confez. Da 10 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424550001,,,,accessorio,,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424550001-10,1,,9,Accessori,,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424550001-50,,424550001.tif,9,Accessori,,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424551,,,9,Accessori,,,Prolunga sblocco esterno per porte con spessore oltre i 15 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560001,,,,accessorio,,,Sblocco esterno a chiave (per porte con spessore max 15 mm dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560001-10,,,9,Accessori,,,Sblocco esterno a chiave per porte con spessore max 15 mm (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560101,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560101-10,,,9,Accessori,,,Sblocco esterno a chiave per porte con spessore oltre 15 mm (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424591001,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424591001-10,,,9,Accessori,,,"Sblocco esterno a chiave per porte con spessore oltre i 15 mm, da 1 a 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424641,,,,accessorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424641-50,,424641.tif,9,Accessori,,620 Standard;620 Rapida,Serratura di sblocco con chiave personalizzata (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428002,,428045.tif,9,accessorio,,B614;615BPR;B680H,Asta tonda S - Ø 75 mm (adesivi non compresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428042,,428045.tif,9,accessorio,,B614;615BPR;620 Standard;620 Rapida;B680H,le aste tonde S dispongono di un profilo di gomma antiurto; per una ragione di bi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428043,,428045.tif,9,accessorio,,B614;615BPR;620 Standard;B680H,Asta tonda S - Ø 75 mm (adesivi non compresi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
